10531,"!EM PROCESSO DE DESATIVACAO! BETONEIRA 320 L COM MOTOR ELETRICO TRIFASICO, POTENCIA DE 3 HP, COM CARREGADOR MECANICO (LOCACAO)",1.08,H
11117,"!EM PROCESSO DE DESATIVACAO! BLOCO SEXTAVADO P/PAVIMENTACAO, EM CONCRETO COM 35 MPA (TIPO BLOKRET), DE 30 X 30 CM, E = 8,0 CM (NBR 9781:2013)",3.27,UN
5082,!EM PROCESSO DE DESATIVACAO! BORBOLETA FERRO CROMADO P/ JANELA MADEIRA TP GUILHOTINA,14.39,PAR
1004,"!EM PROCESSO DE DESATIVACAO! CABO DE COBRE ISOLAMENTO ANTI-CHAMA 450/750V 16MM2, FLEXIVEL, TP FORESPLAST ALCOA OU EQUIV",9.42,M
5089,!EM PROCESSO DE DESATIVACAO! CADEADO ACO GRAFITADO OXIDADO ENVERNIZADO 45MM,29.91,UN
11246,!EM PROCESSO DE DESATIVACAO! CAIXA DE PASSAGEM N 1 PADRAO TELEBRAS DIM 10 X10 X 5CM EM CHAPA DE ACO GALV,9.99,UN
1072,!EM PROCESSO DE DESATIVACAO! CAIXA DE PROTECAO P/ MEDIDOR MONOFASICO E DISJUNTOR EM CHAPA DE FERRO GALV,58.42,UN
12075,"!EM PROCESSO DE DESATIVACAO! CAIXA P/ MEDICAO DE DEMANDA E ENERGIA REATIVA EM CHAPA 18 ESTAMPADA , PADRAO DE CONCESSIONARIA LOCAL",395.22,UN
11,!EM PROCESSO DE DESATIVACAO! CERA,23.13,KG
13712,!EM PROCESSO DE DESATIVACAO! CHAVE COMPENSADORA TRIFASICA P/ MOTOR 15CV (380V) C/ FUSIVEL DIAZED 50A,9841.01,UN
13711,!EM PROCESSO DE DESATIVACAO! CHAVE COMPENSADORA TRIFASICA P/ MOTOR 150CV (380V) C/ FUSIVEL NH 315A,30676.75,UN
13704,!EM PROCESSO DE DESATIVACAO! CHAVE COMPENSADORA TRIFASICA P/ MOTOR 40CV (380V) C/ FUSIVEL NH 100A,4382.67,UN
13710,!EM PROCESSO DE DESATIVACAO! CHAVE COMPENSADORA TRIFASICA P/ MOTOR 75CV (380V) C/ FUSIVEL NH 160A,5239.32,UN
12080,!EM PROCESSO DE DESATIVACAO! CHAVE FACA MONOPOLAR BLINDADA 30A/250V,41.42,UN
12092,!EM PROCESSO DE DESATIVACAO! CHAVE FACA TRIPOLAR C/BASE DE ARDOSIA/MARMORE 100A/250V,68.71,UN
13847,"!EM PROCESSO DE DESATIVACAO! CHAVE REVERSORA TRIFASICA BLINDADA 30A, 250V",128.5,UN
12340,"!EM PROCESSO DE DESATIVACAO! CHAVE SECCIONADORA TRIPOLAR P/ MEDIA TENSAO 400A/15KV, C/ COMANDO MANUAL SIMULTANEO NAS 3 FASES ATRAVES DE PUNHO",2171.44,UN
12341,"!EM PROCESSO DE DESATIVACAO! CHAVE SECCIONADORA TRIPOLAR P/ MEDIA TENSAO 400A/15KV, C/ COMANDO MANUAL SIMULTANEO NAS 3 FASES ATRAVES DE VARA DE MANOBRA, TIPO 3 DC 0015-2W SIEMENS OU EQUIV",1990.01,UN
12017,"!EM PROCESSO DE DESATIVACAO! CONDULETE EM PVC, TIPO ""LB"", SEM TAMPA, DE 3/4""",5.84,UN
12024,"!EM PROCESSO DE DESATIVACAO! CONDULETE PVC TIPO ""TA"" D = 3/4"" S/TAMPA""",16.82,UN
12029,"!EM PROCESSO DE DESATIVACAO! CONDULETE PVC TIPO ""XA"" D = 3/4"" S/TAMPA""",14.59,UN
4266,!EM PROCESSO DE DESATIVACAO! COPIA HELIOGRAFICA,16.05,M2
1881,"!EM PROCESSO DE DESATIVACAO! CURVA PVC 135G 1 1/2"" P/ ELETRODUTO ROSCAVEL",10.74,UN
1890,"!EM PROCESSO DE DESATIVACAO! CURVA PVC 135G 1 1/4"" P/ ELETRODUTO ROSCAVEL",9.37,UN
1886,"!EM PROCESSO DE DESATIVACAO! CURVA PVC 135G 1/2"" P/ ELETRODUTO ROSCAVEL",3.9,UN
1882,"!EM PROCESSO DE DESATIVACAO! CURVA PVC 135G 2 1/2"" P/ ELETRODUTO ROSCAVEL",16.21,UN
1889,"!EM PROCESSO DE DESATIVACAO! CURVA PVC 135G 2"" P/ ELETRODUTO ROSCAVEL",14.18,UN
1888,"!EM PROCESSO DE DESATIVACAO! CURVA PVC 135G 3"" P/ ELETRODUTO ROSCAVEL",38.35,UN
1883,"!EM PROCESSO DE DESATIVACAO! CURVA PVC 135G 4"" P/ ELETRODUTO ROSCAVEL",40.98,UN
13888,!EM PROCESSO DE DESATIVACAO! DESEMPENADEIRA ELETRICA 2CV P/ PISO CONCRETO,2296,UN
20008,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 10A, 2KA (220V)",13.39,UN
20009,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 15A, 2KA (220V)",13.39,UN
20010,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 20A, 2KA (220V)",13.46,UN
14544,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 25A, 2KA (220V)",13.46,UN
20011,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 30A, 2KA (220V)",13.82,UN
20013,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 40A, 2KA (220V)",20.28,UN
20014,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 50A, 2KA (220V)",21.07,UN
20015,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 60A, 2KA (220V)",31.96,UN
20016,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR MONOFASICO 70A, 2KA (220V)",32.14,UN
14557,"!EM PROCESSO DE DESATIVACAO! DISJUNTOR TRIFASICO 70A, 10KA (220V)",122.53,UN
13604,"!EM PROCESSO DE DESATIVACAO! DISTRIBUIDOR DE BETUME, CAPACIDADE 6000 L, ESPARGIMENTO SOB PRESSAO, A SER MONTADO SOBRE CHASSIS DE CAMINHAO",155184,UN
2404,!EM PROCESSO DE DESATIVACAO! DIVISORIA COLMEIA CEGA COM MONTANTE E RODAPE DE ALUMINIO ANODIZADO SIMPLES (SEM COLOCACAO),115,M2
7331,!EM PROCESSO DE DESATIVACAO! EMULSAO ASFALTICA COM ELASTOMERO,13.65,KG
2720,"!EM PROCESSO DE DESATIVACAO! ESCAVADEIRA DRAGA DE ARRASTE, CAP. 3/4 JC 140HP (INCL MANUTENCAO/OPERACAO)",159.33,H
2722,"!EM PROCESSO DE DESATIVACAO! ESCAVADEIRA HIDRAULICA SOBRE ESTEIRA, COM GARRA GIRATORIA DE MANDIBULAS, PESO OPERACIONAL ENTRE 22,00 E 25,50 TON, POTENCIA LIQUIDA ENTRE 150 E 160 HP",181.06,H
2719,"!EM PROCESSO DE DESATIVACAO! ESCAVADEIRA HIDRAULICA SOBRE ESTEIRAS DE 99 HP, PESO OPERACIONAL DE *16* T E CAPACIDADE DE 0,85 A 1,00 M3 (LOCACAO COM OPERADOR, COMBUSTIVEL E MANUTENCAO)",135,H
11614,!EM PROCESSO DE DESATIVACAO! ESPUMA DE POLIURETANO E=20 A 25MM TEMP DE TRABALHO -50 A +100 GC DENS 29 A 35KG/M3,49.17,M2
11607,"!EM PROCESSO DE DESATIVACAO! FELTRO ONDALIT LARGURA = 1,00 M",10.32,M
3118,"!EM PROCESSO DE DESATIVACAO! FERROLHO/FECHO/TARJETA OU TRINCO PINO REDONDO 2"" SOBREPOR FERRO CROMADO",1.74,UN
20058,!EM PROCESSO DE DESATIVACAO! FIO DE COBRE NU 4 MM2,1.86,KG
20244,"!EM PROCESSO DE DESATIVACAO! FIO P/ INSTAL. ELETRONICA (SOM) POLARIZADO BICOLOR 2 X 0,75MM2",1.31,M
3291,"!EM PROCESSO DE DESATIVACAO! FURADEIRA DE IMPACTO, PORTATIL, ELETRICA, TIPO INDUSTRIAL, COM MADRIL DE 5/8"" (LOCACAO)",0.68,H
12297,!EM PROCESSO DE DESATIVACAO! GLOBO ESFERICO DE PLASTICO TAMANHO MEDIO,10.96,UN
12299,!EM PROCESSO DE DESATIVACAO! GLOBO ESFERICO DE VIDRO LISO TAMANHO GRANDE,30.43,UN
12298,!EM PROCESSO DE DESATIVACAO! GLOBO ESFERICO DE VIDRO LISO TAMANHO MEDIO,11.6,UN
13910,"!EM PROCESSO DE DESATIVACAO! GRUPO GERADOR C/ MOTOR DIESEL * 85 CV *, REBOCAVEL * 60 A 66 KVA",52023.39,UN
13911,"!EM PROCESSO DE DESATIVACAO! GRUPO GERADOR, 125/145 KVA, MOTOR A DIESEL 165 CV, 1800 RPM, ESTACIONARIO",77190.15,UN
7370,"!EM PROCESSO DE DESATIVACAO! GUINCHO MANUAL DE ALAVANCA, CAPACIDADE DE 1,6 T, COM 20 M DE CABO DE ACO (LOCACAO)",1.58,H
3366,"!EM PROCESSO DE DESATIVACAO! GUINDASTE (TIPO MUNK) COM CAPACIDADE TOTAL DE *15* T, MONTADO EM CAMINHAO COM CARROCERIA (LOCACAO COM OPERADOR, COMBUSTIVEL E MANUTENCAO)",103.5,H
3372,"!EM PROCESSO DE DESATIVACAO! GUINDASTE ALTOPROPELIDO SOBRE PNEUS, COM LANCA TELESCOPICA, CAPACIDADE DE *10* T (LOCACAO COM OPERADOR, COMBUSTIVEL E MANUTENCAO)",94.5,H
3367,"!EM PROCESSO DE DESATIVACAO! GUINDASTE AUTO-PROPELIDO, SOBRE PNEUS, C/ LANCA TELESCOPICA CAP * 15T * (INCL MANUTENCAO/OPERACAO)",133.07,H
13869,"!EM PROCESSO DE DESATIVACAO! GUINDASTE HIDRAULICO TIPO TRUCK CRANE, C/LANCA TELESCOPICA DE ACIONAMENTO HIDRAULICO, CAPACIDADE DE CARGA 30.000 KG, COM PBT A PARTIR DE 30. 000 KG, MONTADO SOBRE CAMINHAO 6 X 4",2002363.44,UN
10816,"!EM PROCESSO DE DESATIVACAO! HERBICIDA SELETIVO TORDON 2,4D DOWAGROSCIENCES",41.25,L
12771,"!EM PROCESSO DE DESATIVACAO! HIDROMETRO 2,0 M3/H",99.41,UN
158,!EM PROCESSO DE DESATIVACAO! IMUNIZANTE PARA MADEIRAS BRUTAS TIPO CARBOLINEUM OU EQUIVALENTE,27.51,L
12122,"!EM PROCESSO DE DESATIVACAO! INTERRUPTOR BIPOLAR (TECLA DUPLA) EMBUTIR 20A/250V C/ PLACA, TIPO SILENTOQUE PIAL OU EQUIV",30.63,UN
12127,"!EM PROCESSO DE DESATIVACAO! INTERRUPTOR INTERMEDIARIO (TECLA DUPLA) EMBUTIR 10A/250V C/ PLACA, TIPO SILENTOQUE PIAL OU EQUIV",28.49,UN
12113,"!EM PROCESSO DE DESATIVACAO! INTERRUPTOR PULSADOR P/ CAMPAINHA EMBUTIR 2A/250V C/ PLACA, TIPO SILENTOQUE PIAL OU EQUIV",9.88,UN
598,"!EM PROCESSO DE DESATIVACAO! JANELA ALUMINIO CORRER SERIE 25 FOLHAS  PARA VIDRO COM  BANDEIRA ,160 X 110CM (INCLUSO GUARNICAO E VIDRO LISO INCOLOR)",451.57,M2
3430,!EM PROCESSO DE DESATIVACAO! JANELA MADEIRA REGIONAL 1A ABRIR TP ALMOFADA C/ GUARNICAO,461.31,M2
3431,!EM PROCESSO DE DESATIVACAO! JANELA MADEIRA REGIONAL 1A ABRIR TP ALMOFADA C/ GUARNICAO 150 X 150CM,935.81,UN
3434,!EM PROCESSO DE DESATIVACAO! JANELA MADEIRA REGIONAL 1A ABRIR TP VENEZIANA / VIDRO,593.12,M2
3419,!EM PROCESSO DE DESATIVACAO! JANELA MADEIRA REGIONAL 1A CORRER / FOLHA P/ VIDRO C/ GUANICAO BANDEIRA P/ VIDRO,360.81,M2
3438,!EM PROCESSO DE DESATIVACAO! JANELA MADEIRA REGIONAL 1A CORRER / FOLHA P/ VIDRO C/ GUARNICAO S/ BANDEIRA,362.46,M2
3422,!EM PROCESSO DE DESATIVACAO! JANELA MADEIRA REGIONAL 2A TP GUILHOTINA C/ GUARNICAO,490.97,M2
11168,!EM PROCESSO DE DESATIVACAO! LACA INCOLOR CONCENTRADA PARA MADEIRA,63.3,GL
12207,!EM PROCESSO DE DESATIVACAO! LAMPADA FLUORESCENTE 85W,11.17,UN
14145,!EM PROCESSO DE DESATIVACAO! LATAO CHAPA LAMINADA 1.20X0.60M ESP=3.5MM,50.84,KG
14144,!EM PROCESSO DE DESATIVACAO! LATAO EM BARRA RETANGULAR,39.45,KG
12268,"!EM PROCESSO DE DESATIVACAO! LUMINARIA ABERTA P/ ILUMINACAO PUBLICA, CORPO REFLETOR EM ALUMINIO FUNDIDO, PORTA LAMPADA E27 COM BRACO METALICO DE 1,50M",66.06,UN
3806,!EM PROCESSO DE DESATIVACAO! LUMINARIA AQUATIC PIAL REF. 60456 BRANCA,134.95,UN
3812,"!EM PROCESSO DE DESATIVACAO! LUMINARIA CALHA SOBREPOR EM CHAPA ACO C/ 3 LAMPADAS FLUORESCENTES 2OW (COMPLETA, INCL. REATOR PART RAPIDA LAMPADAS)",107.96,UN
3786,"!EM PROCESSO DE DESATIVACAO! LUMINARIA CALHA SOBREPOR EM CHAPA ACO C/ 3 LAMPADAS FLUORESCENTES 4OW (COMPLETA, INCL. REATOR PART RAPIDA E LAMPADAS)",102.51,UN
3784,"!EM PROCESSO DE DESATIVACAO! LUMINARIA CALHA SOBREPOR EM CHAPA ACO C/ 4 LAMPADAS FLUORESCENTES 40W (COMPLETA, INCL. REATOR PART RAPIDA E LAMPADAS)",131.4,UN
3785,"!EM PROCESSO DE DESATIVACAO! LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA LAMPADA FLUORESCENTE, COM 4 LAMPADAS DE 14 W E REATOR INCLUSOS",112.86,UN
13382,"!EM PROCESSO DE DESATIVACAO! LUMINARIA FECHADA P/ ILUMINACAO PUBLICA, TIPO ABL 50/F OU EQUIV, P/ LAMPADA A VAPOR DE MERCURIO 400W",181.81,UN
12265,!EM PROCESSO DE DESATIVACAO! LUMINARIA PHILLIPS PARA LAMPADA DE 400 W MODELO HDK 47240064 OU EQUIVALENTE,340.76,UN
13841,!EM PROCESSO DE DESATIVACAO! LUMINARIA PLAFONIER SOBREPOR C/ GLOBO CHATO VIDRO BOCA 10CM INCL BASE/ARO METALICA OU PLASTICO C/ SOQUETE P/ 1 LAMP INCAND 60W - LINHA POPULAR,37.48,UN
20198,"!EM PROCESSO DE DESATIVACAO! MADEIRA DE 1A. QUALIDADE (MADEIRA BRANCA), SERRADA E NAO APARELHADA, PARA FORMAS DE CONCRETO ARMADO",888.13,M3
21038,!EM PROCESSO DE DESATIVACAO! MANGUEIRA DE INCENDIO C/ CAPA SIMPLES TECIDA FIO POLIESTER TUBO INT BORRACHA SINT ABNT TP 1 P/ INSTALACOES PREDIAIS D = 1 1/2,11.9,M
14647,"!EM PROCESSO DE DESATIVACAO! MAQUINA DE PINTURA DE FAIXAS DE TRAFEGO, AUTOPROPELIDA, MOTOR A DIESEL DE 38 HP",355000,UN
13890,"!EM PROCESSO DE DESATIVACAO! MAQUINA DEMARCADORA DE FAIXA DE TRAFEGO FX44 CONSMAQ, AUTOPROPELIDA,  MOTOR DIESEL 30 HP",565074.8,UN
1611,!EM PROCESSO DE DESATIVACAO! MASSA P/ VEDACAO DE TELHA DE AMIANTO,73.22,KG
7321,!EM PROCESSO DE DESATIVACAO! MASTIQUE ELASTICO BASE SILICONE,29.86,310ML
13597,"!EM PROCESSO DE DESATIVACAO! PADRAO POLIFASICO COMPLETO EM POSTE GALV DE 3"" X 5,0M",663.58,UN
21144,!EM PROCESSO DE DESATIVACAO! PAPEL MANTEIGA (FOLHA 66 X 96CM),1.27,UN
21140,"!EM PROCESSO DE DESATIVACAO! PAPEL MILIMETRADO TRANSPARENTE - ROLO DE 1,05 X 10M",6.66,10M
21139,"!EM PROCESSO DE DESATIVACAO! PAPEL VEGETAL 90G/M2 - 0,8M DE LARGURA",5.5,M
4466,!EM PROCESSO DE DESATIVACAO! PECA DE MADEIRA DE LEI NATIVA/REGIONAL *5 X 15* CM NAO APARELHADA,17.8,M
20210,"!EM PROCESSO DE DESATIVACAO! PECA DE MADEIRA LEI APARELHADA 3 X 4.1/2"" (7,5 X 11,5)",23.59,M
4419,"!EM PROCESSO DE DESATIVACAO! PECA DE MADEIRA NAO APARELHADA *10 X 10 X 3* CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO",0.49,UN
20207,"!EM PROCESSO DE DESATIVACAO! PECA MADEIRA DE LEI APARELHADA *4 X 7,5* CM",8.19,M
21110,"!EM PROCESSO DE DESATIVACAO! PLACA CEGA METALICA REDONDA P/ TOMADA DE PISO 3 X 3""",16.56,UN
1374,!EM PROCESSO DE DESATIVACAO! PO P/ TRATAM ESPECIAL (SIST IMPERM) CIMENTO ESPECIAL PEGA RAPIDA,3.29,KG
11152,"!EM PROCESSO DE DESATIVACAO! PORTA DE ABRIR EM ACO COM TRAVESSAS PARA VIDROS, COM PINTURA PRIMER DE PROTECAO, COM GUARNICAO, VIDROS NAO INCLUSOS",400.78,M2
11153,"!EM PROCESSO DE DESATIVACAO! PORTA DE ABRIR EM ACO TIPO MISTA, VENEZIANA COM POSTIGO E GRADE QUADRICULADA, COM PINTURA PRIMER DE PROTECAO, COM GUARNICAO, VIDROS NAO INCLUSOS",412.11,M2
4929,"!EM PROCESSO DE DESATIVACAO! PORTA DE ABRIR EM FERRO (TIPO CHAPA NUMERO 18), COM ALMOFADA E GUARNICAO, SEM BASCULA, DE *0,87 X 2,10* M.",348.77,M2
4931,!EM PROCESSO DE DESATIVACAO! PORTA FERRO ABRIR TP CHAPA C/ GUARNICAO 70 X 210CM,314.95,UN
4939,!EM PROCESSO DE DESATIVACAO! PORTA FERRO ABRIR TP QUADRICULADA C/ GUARNICAO 87 X 210CM,350.13,M2
20324,!EM PROCESSO DE DESATIVACAO! PORTA MADEIRA REGIONAL 2A VENEZIANA 60 X 210 X 3CM,315.04,UN
12272,"!EM PROCESSO DE DESATIVACAO! PROJETOR P/ FACHADA PROVA DE TEMPO P/ LAMPADA INCANDESCENTE OU VAPOR MERCURIO E27, TIPO Z-15 PETERCO OU EQUIV",82.9,UN
5097,!EM PROCESSO DE DESATIVACAO! QUADRO DE DISTRIBUICAO DE EMBUTIR C/ BARRAMENTO TRIFASICO P/ 40 DISJUNTORES UNIPOLARES EM CHAPA DE FERRO GALV,417.59,UN
13400,"!EM PROCESSO DE DESATIVACAO! QUADRO DE DISTRIBUICAO DE EMBUTIR SEM BARRAMENTO P/ 6 DISJUNTORES UNIPOLARES, S/ PORTA, EM CHAPA DE ACO GALV,",21.96,UN
12035,"!EM PROCESSO DE DESATIVACAO! QUADRO EM CHAPA DE ACO 18, PARA 3 DISJUNTORES MONOPOLARES, SEM BARRAMENTO, DE EMBUTIR, COM PORTA (PARA DISTRIBUICAO DE CIRCUITOS)",14.49,UN
20272,!EM PROCESSO DE DESATIVACAO! QUADRO METALICO P/ MONT ELETRO-ELETRONICO 48 X 38 X 22CM CEMAR OU EQUIV,209.16,UN
12314,!EM PROCESSO DE DESATIVACAO! REATOR PARTIDA RAPIDA P/ 1 LAMPADA FLUORESCENTE 110W/220V,58.03,UN
13846,"!EM PROCESSO DE DESATIVACAO! REFLETOR ABERTO TIPO BEDO ( PRATO), DIAM 12"" (310MM), SOQUETE E-27""",30.76,UN
116,!EM PROCESSO DE DESATIVACAO! REVESTIMENTO IMPERMEABILIZANTE SEMI-FLEXIVEL BI- COMPONENTE,4.04,KG
1373,!EM PROCESSO DE DESATIVACAO! SELADOR MINERAL BASE SILICATOS P/ TRATAM. ESPECIAL (SISTEMA IMPERMEAB),33.35,6KG
12732,"!EM PROCESSO DE DESATIVACAO! SOLDA ESTANHO/COBRE PARA CONEXOES DE COBRE, FIO 2,5 MM, CARRETEL 500 GR (SEM CHUMBO)",51.11,UN
10483,!EM PROCESSO DE DESATIVACAO! SOLUCAO DE SILICONE HIDRORREPELENE PARA APLICACAO EM TIJOLOS E CONCRETOS APARENTES.,23.41,L
11303,"!EM PROCESSO DE DESATIVACAO! TAMPAO FOFO T-100 D=745MM 79,5KG",116.06,UN
13304,"!EM PROCESSO DE DESATIVACAO! TAXA DE RELIGACAO NORMAL DE ENERGIA COMERCIAL MONOFASICA, BAIXA TENSAO, INCLUINDO ICMS",6.61,UN
4126,"!EM PROCESSO DE DESATIVACAO! TERMINAL DE PORCELANA (MUFLA) UNIPOLAR, USO EXTERNO, TENSAO 3,6/6 KV, PARA CABO DE 10/16 MM2, COM ISOLAMENTO EPR",161.54,UN
7300,!EM PROCESSO DE DESATIVACAO! TINTA ALUMINIO ESMALTE PROTETORA SUPERFICIE METALICA,80.66,GL
7337,!EM PROCESSO DE DESATIVACAO! TINTA BASE RESINA EPOXI,49.56,L
11625,!EM PROCESSO DE DESATIVACAO! TINTA PRIMARIA BETUMINOSA EM SUSPENSAO AQUOSA,6.84,KG
20245,!EM PROCESSO DE DESATIVACAO! TOMADA COMPLETA P/ RADIO E TV,9.28,UN
7527,!EM PROCESSO DE DESATIVACAO! TOMADA TELEFONE 4P TELEBRAS S/PLACA PIAL OU SIMILAR,14.62,UN
21149,"!EM PROCESSO DE DESATIVACAO! TUBO ACO PRETO SEM COSTURA SCHEDULE 40/NBR 5590 DN INT 3"" E = 5,49MM - 11,28KG/M",58.22,M
25015,"!EM PROCESSO DE DESATIVACAO! USINA DE ASFALTO A FRIO,  TIPO ALMEIDA  MOD. PMF- 35D OU SIMILAR- CAPACIDADE 60 A 80 T/H - ELETRICA - POTENCIA 30 HP",122991.83,UN
1160,"!EM PROCESSO DE DESATIVACAO! VEICULO COMERCIAL LEVE (PICK-UP) COM CAPACIDADE DE CARGA DE 700 KG, MOTOR FLEX (LOCACAO)",15.78,H
11613,"!EM PROCESSO DE DESATIVACAO! VEICULO TIPO FURGAO 1.4 MANUAL, 4 VELOCIDADES, TOTAL FLEX, CAP 953 KG, POTENCIA 78/80 CV, PARA  2 PASSAGEIROS",61540.47,UN
10480,!EM PROCESSO DE DESATIVACAO! VERNIZ POLIURETANO FOSCO,26.02,L
10472,!EM PROCESSO DE DESATIVACAO! VERNIZ SINTETICO BRILHANTE,66.55,GL
10508,!EM PROCESSO DE DESATIVACAO! VIGIA NOTURNO (SEM ADICIONAIS),16.34,H
38605,ABERTURA PARA ENCAIXE DE CUBA OU LAVATORIO EM BANCADA DE MARMORE/ GRANITO OU OUTRO TIPO DE PEDRA NATURAL,87.07,UN
11270,"ABRACADEIRA DE LATAO PARA FIXACAO DE CABO PARA-RAIO, DIMENSOES 32 X 24 X 24 MM",1.47,UN
412,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE *230* X *7,6* MM",0.56,UN
414,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 100 X 2,5 MM",0.03,UN
410,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 150 X *3,6* MM",0.08,UN
411,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 200 X *4,6* MM",0.11,UN
408,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 390 X *4,6* MM",0.54,UN
39131,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/2"" E CUNHA DE FIXACAO",1.07,UN
394,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/2"" E PARAFUSO DE FIXACAO",1.08,UN
39130,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/4"" E CUNHA DE FIXACAO",0.97,UN
395,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/4"" E PARAFUSO DE FIXACAO",1.04,UN
39127,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1/2"" E CUNHA DE FIXACAO",0.51,UN
392,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1/2"" E PARAFUSO DE FIXACAO",0.52,UN
39129,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1"" E CUNHA DE FIXACAO",0.6,UN
393,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1"" E PARAFUSO DE FIXACAO",0.63,UN
39133,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2 1/2"" E CUNHA DE FIXACAO",1.4,UN
397,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2 1/2"" E PARAFUSO DE FIXACAO",1.55,UN
39132,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2"" E CUNHA DE FIXACAO",1.12,UN
396,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2"" E PARAFUSO DE FIXACAO",1.2,UN
39135,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3 1/2"" E CUNHA DE FIXACAO",2.25,UN
