20.16.05,EXECUÇÃO DE ESTACA RAIZ DIÂMETRO DE 200MM PARA ATÉ 50TF (EXCLUSIVE MATERIAIS),172.64,M
20.16.06,EXECUÇÃO DE ESTACA RAIZ DIÂMETRO DE 250MM PARA ATÉ 80TF (EXCLUSIVE MATERIAIS,189.21,M
20.16.07,EXECUÇÃO DE ESTACA RAIZ DIÂMETRO DE 310MM PARA ATÉ 100TF (EXCLUSIVE MATERIAIS),211.38,M
20.17.00,"FORNECIMENTO E CRAVAÇÃO DE ESTACA METÁLICA - PERFIL DE AÇO LAMINADO W 250X32,7",139.4,M
20.17.01,FORNECIMENTO E CRAVAÇÃO DE ESTACA METÁLICA - PERFIL DE AÇO LAMINADO W 310X52,211.47,M
20.17.02,"FORNECIMENTO E CRAVAÇÃO DE ESTACA PERFIL DE AÇO I 15""",654.74,M
20.17.03,"CORTE DE ESTACA METÁLICA PERFIL 10""",84.43,UN
20.17.04,"CORTE DE ESTACA METÁLICA PERFIL 12""",97.91,UN
20.17.05,"CORTE DE ESTACA METÁLICA PERFIL I 15""",110.45,UN
20.17.06,"EMENDA DE TOPO PARA ESTACA METÁLICA PERFIL 10""",253.81,UN
20.17.07,"EMENDA DE TOPO PARA ESTACA METÁLICA PERFIL 12""",290.02,UN
20.17.08,"EMENDA DE TOPO PARA ESTACA METÁLICA PERFIL I 15""",393.84,UN
20.18.00,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 25CM,37.21,M
20.18.01,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 30CM,52.59,M
20.18.02,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 35CM,65.14,M
20.18.03,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 40CM,79.73,M
20.18.04,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 50CM,115.67,M
20.18.05,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 60CM,150.89,M
20.19.00,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 25CM - EXCLUSIVE MATERIAIS,21.05,M
20.19.01,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 30CM - EXCLUSIVE MATERIAIS,29.57,M
20.19.02,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 35CM - EXCLUSIVE MATERIAIS,33.83,M
20.19.03,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 40CM - EXCLUSIVE MATERIAIS,35.82,M
20.19.04,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 50CM - EXCLUSIVE MATERIAIS,47.32,M
20.19.05,ESTACA ESCAVADA HÉLICE CONTÍNUA - DIÂMETRO 60CM - EXCLUSIVE MATERIAIS,52.24,M
20.19.06,MATERIAIS PARA ESTACA (AS QUANTIDADES SERÃO LEVANTADAS NO PROJETO) - FORNECIMENTO DE CIMENTO COMUM,0.42,KG
20.19.07,MATERIAIS PARA ESTACA (AS QUANTIDADES SERÃO LEVANTADAS NO PROJETO) - FORNECIMENTO DE AREIA,76.21,M3
20.19.08,MATERIAIS PARA ESTACA (AS QUANTIDADES SERÃO LEVANTADAS NO PROJETO) - FORNECIMENTO DE ÁGUA,21.8,M3
20.20.01,"ESCAVAÇÃO MANUAL COM PROFUNDIDADE IGUAL OU INFERIOR A 1,50M",49.81,M3
20.20.02,"ESCAVAÇÃO MANUAL COM PROFUNDIDADE SUPERIOR A 1,50M",58.11,M3
20.20.05,ESCORAMENTO DE VALAS - CONTINUO,65.33,M2
20.20.06,ESCORAMENTO DE VALAS - DESCONTINUO,40.14,M2
20.21.00,"APILOAMENTO DO FUNDO DE VALAS, PARA SIMPLES REGULARIZAÇÃO",4.15,M2
20.21.01,"APILOAMENTO DO FUNDO DE VALAS, COM SOQUETE VIBRATÓRIO",2.26,M2
20.21.05,LASTRO DE BRITA,118.03,M3
20.21.06,LASTRO DE CONCRETO - 150KG CIM/M3,313.87,M3
20.21.07,LASTRO DE CONCRETO COM AGREGADO RECICLADO - 150 KG CIM/M3,286.79,M3
20.30.01,FORMA COMUM DE TÁBUAS DE PINUS,53.05,M2
20.30.04,FORMA COMUM DE TÁBUAS DE PINUS - NÃO RECUPERÁVEL,60.31,M2
20.40.04,ARMADURA EM AÇO CA-50,6.46,KG
20.40.07,ARMADURA EM AÇO CA-60,6.94,KG
20.40.09,ARMADURA EM AÇO CA-60 - TELA,5.88,KG
20.50.05,"CONCRETO FCK=15,0MPA - VIRADO NA OBRA",370.29,M3
20.50.06,"CONCRETO FCK=20,0MPA - VIRADO NA OBRA",382.66,M3
20.50.08,"CONCRETO FCK=15,0MPA - USINADO",305.51,M3
20.50.09,"CONCRETO FCK=20,0MPA - USINADO",318.73,M3
20.51.00,CONCRETO FCK=25MPA - USINADO,329.95,M3
20.51.01,CONCRETO FCK=30MPA - USINADO,339.52,M3
20.60.01,ALVENARIA DE EMBASAMENTO - TIJOLOS MACIÇOS COMUNS,602.63,M3
20.60.05,IMPERMEABILIZAÇÃO DO RESPALDO DA FUNDAÇÃO - ARGAMASSA IMPERMEÁVEL,64.0,M2
20.61.00,"REATERRO DE VALAS, INCLUSIVE APILOAMENTO",24.9,M3
25.00.01,DEMOLIÇÃO DE ALVENARIA DE EMBASAMENTO - TIJOLOS MACIÇOS COMUNS,55.9,M3
25.00.03,DEMOLIÇÃO MANUAL DE CONCRETO SIMPLES,182.63,M3
25.00.04,DEMOLIÇÃO MANUAL DE CONCRETO ARMADO,332.05,M3
25.00.05,DEMOLIÇÃO MECANIZADA DE CONCRETO SIMPLES,117.62,M3
25.00.06,DEMOLIÇÃO MECANIZADA DE CONCRETO ARMADO,235.25,M3
29.04.00,"BUZINOTE PVC - 2"", C=0,30 M",9.53,UN
30.10.01,FORMA COMUM DE TÁBUAS DE PINUS - PLANA,57.97,M2
30.10.04,FORMA COMUM DE TÁBUAS DE PINUS - NÃO RECUPERÁVEL,60.31,M2
30.11.01,FORMA ESPECIAL DE CHAPAS RESINADAS (10MM) - CURVA,85.36,M2
30.11.03,FORMA ESPECIAL DE CHAPAS PLASTIFICADAS (10MM) - CURVA,88.39,M2
30.11.04,FORMA ESPECIAL DE CHAPAS RESINADAS (10MM) - PLANA,64.31,M2
30.11.05,FORMA ESPECIAL DE CHAPAS RESINADAS (12MM) - PLANA,65.38,M2
30.11.06,FORMA ESPECIAL DE CHAPAS PLASTIFICADAS (10MM) - PLANA,66.73,M2
30.11.07,FORMA ESPECIAL DE CHAPAS PLASTIFICADAS (12MM) - PLANA,67.62,M2
30.12.00,"FORMA DE TUBO DE PAPELÃO, DIÂMETRO 350MM",106.9,M
30.13.00,"CIMBRAMENTO PARA ALTURAS ENTRE 3,01M E 7,00M",24.9,M3
30.20.04,ARMADURA EM AÇO CA-50,6.46,KG
30.20.07,ARMADURA EM AÇO CA-60,6.94,KG
30.20.09,ARMADURA EM AÇO CA-60 - TELA,5.88,KG
30.30.05,"CONCRETO FCK = 15,0MPA - VIRADO NA OBRA",370.48,M3
30.30.07,"CONCRETO FCK = 20,0MPA - VIRADO NA OBRA",382.66,M3
30.30.08,"CONCRETO FCK = 25,0MPA - VIRADO NA OBRA",395.72,M3
30.30.09,"CONCRETO FCK = 15,0MPA - USINADO",305.51,M3
30.31.05,"CONCRETO FCK = 20,0MPA - USINADO",318.73,M3
30.31.06,"CONCRETO FCK = 20,0MPA - USINADO E BOMBEÁVEL",300.36,M3
30.31.07,"CONCRETO FCK = 25,0MPA - USINADO",329.95,M3
30.31.08,"CONCRETO FCK = 25,0MPA - USINADO E BOMBEÁVEL",310.11,M3
30.31.09,"CONCRETO USINADO, BOMBEÁVEL FCK = 20MPA COM PEDRA 1",307.66,M3
30.32.00,"CONCRETO FCK = 30,0MPA - USINADO",339.52,M3
30.32.01,"CONCRETO FCK = 30,0MPA - USINADO E BOMBEÁVEL",315.08,M3
30.32.02,"CONCRETO FCK = 35,0MPA - USINADO",359.74,M3
30.32.03,"CONCRETO FCK = 35,0MPA - USINADO E BOMBEÁVEL",336.31,M3
30.32.04,"CONCRETO FCK = 40,0MPA - USINADO",371.23,M3
30.32.05,"CONCRETO FCK = 40,0MPA - USINADO E BOMBEÁVEL",356.3,M3
30.33.00,BOMBEAMENTO DE CONCRETO,30.82,M3
30.41.09,LAJE MISTA TRELIÇADA H-8CM COM CAPEAMENTO 4CM (12CM),87.25,M2
30.42.00,LAJE MISTA TRELIÇADA H-10CM COM CAPEAMENTO 4CM (14CM),99.26,M2
30.42.01,LAJE MISTA TRELIÇADA H-12CM COM CAPEAMENTO 4CM (16CM),104.67,M2
30.42.02,LAJE MISTA TRELIÇADA H-15CM COM CAPEAMENTO 4CM (19CM),112.83,M2
30.42.03,LAJE MISTA TRELIÇADA H-20CM COM CAPEAMENTO 4CM (24CM),130.27,M2
30.42.04,LAJE MISTA TRELIÇADA H-25CM COM CAPEAMENTO 5CM (30CM),161.64,M2
34.00.02,APICOAMENTO DE SUPERFÍCIE DE CONCRETO,83.01,M2
34.00.05,LIMPEZA DE SUPERFÍCIES COM HIDROJATEAMENTO,5.0,M2
34.01.00,LIMPEZA E REMOÇÃO DE SUPERFÍCIE DETERIORADA COM JATEAMENTO,68.32,M2
34.01.05,LIMPEZA DE JUNTA DE DILATAÇÃO COM REMOÇÃO DO EXCESSO DE CONCRETO - ATÉ 3CM,22.54,M
34.01.08,LIMPEZA DE CONCRETO E ARMADURA COM ESCOVA DE AÇO,10.8,M2
34.02.02,TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE,4.5,M
34.02.04,LIXAMENTO MECÂNICO EM SUPERFÍCIES DE CONCRETO,6.44,M2
34.02.05,PREPARO E APLICAÇÃO DE ESTUQUE,13.64,M2
34.02.06,LIXAMENTO MANUAL DE SUPERFÍCIES DE CONCRETO,5.05,M2
34.05.00,POLIMENTO DE CONCRETO,4.91,M2
34.05.01,POLIMENTO DE CONCRETO NOVO,4.91,M2
34.06.00,PREPARAÇÃO DE PONTE DE ADERÊNCIA COM ADESIVO A BASE DE EPÓXI,110.8,M2
34.07.00,ANCORAGEM DE BARRAS DE AÇO COM ADESIVO A BASE DE EPÓXI,9.15,UN
35.00.01,DEMOLIÇÃO MECANIZADA DE CONCRETO SIMPLES,117.62,M3
35.00.02,DEMOLIÇÃO MECANIZADA DE CONCRETO ARMADO,235.25,M3
35.00.03,DEMOLIÇÃO MANUAL DE CONCRETO SIMPLES,182.63,M3
35.00.04,DEMOLIÇÃO MANUAL DE CONCRETO ARMADO,332.05,M3
35.00.05,DEMOLIÇÃO DE LAJES MISTAS COM ESPESSURA FINAL IGUAL OU INFERIOR A 16CM,29.05,M2
35.00.06,"DEMOLIÇÃO DE LAJES MISTAS COM ESPESSURA FINAL SUPERIOR A 16 CM, ATÉ 30CM",41.51,M2
36.00.01,FORNECIMENTO E MONTAGEM DE ESTRUTURA METÁLICA VERTICAL - NÃO PATINÁVEL,16.33,KG
36.00.02,FORNECIMENTO E MONTAGEM DE ESTRUTURA METÁLICA VERTICAL - PATINÁVEL,18.97,KG
40.10.01,TIJOLOS MACIÇOS COMUNS - ESPELHO,49.01,M2
40.10.02,TIJOLOS MACIÇOS COMUNS - 1/2 TIJOLO,90.85,M2
40.10.04,TIJOLOS MACIÇOS COMUNS - 1 1/2 TIJOLO,208.6,M2
40.11.01,"TIJOLOS MACIÇOS COMUNS - APARENTE, 1/2 TIJOLO",90.85,M2
40.11.02,"TIJOLOS MACIÇOS COMUNS - APARENTE, 1 TIJOLO",154.89,M2
40.11.05,TIJOLOS CERÂMICOS FURADOS - 1/2 TIJOLO,56.61,M2
40.11.06,TIJOLOS CERÂMICOS FURADOS - 1 TIJOLO,98.98,M2
40.12.00,TIJOLOS LAMINADOS - ESPELHO,131.01,M2
40.12.01,TIJOLOS LAMINADOS - 1/2 TIJOLO,208.83,M2
40.12.02,TIJOLOS LAMINADOS - 1 TIJOLO,363.63,M2
40.12.05,"TIJOLOS DE VIDRO - CANELADO, 19X19CM",458.66,M2
40.12.06,"TIJOLOS DE VIDRO - TIJOLINHO, 19X19CM",557.38,M2
40.12.07,TIJOLOS DE VIDRO - VENTILAÇÃO TIPO VENEZIANA,681.38,M2
40.13.01,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 14CM - 8MPA,68.83,M2
40.13.02,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 14CM - 10MPA,71.19,M2
40.13.03,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 14CM - 12MPA,72.24,M2
40.13.04,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 14CM - 14MPA,75.25,M2
40.13.05,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 19CM - 8MPA,82.22,M2
40.13.06,BLOCOS VAZADOS DE CONCRETO ESTRURURAL - 19CM - 10MPA,83.66,M2
40.13.07,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 19CM - 12MPA,86.41,M2
40.13.08,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 19CM - 14MPA,89.69,M2
40.14.00,BLOCOS VAZADOS DE CONCRETO - 09CM,47.13,M2
40.14.01,BLOCOS VAZADOS DE CONCRETO - 14CM,53.94,M2
40.14.02,BLOCOS VAZADOS DE CONCRETO - 19CM,63.87,M2
40.14.04,BLOCO SÍLICO CALCÁRIO - 14CM,59.59,M2
40.14.05,BLOCO SÍLICO CALCÁRIO - 19CM,69.23,M2
40.15.00,BLOCOS VAZADOS DE CONCRETO APARENTE - 09CM,54.5,M2
40.15.01,BLOCOS VAZADOS DE CONCRETO APARENTE - 14CM,62.05,M2
40.15.02,BLOCOS VAZADOS DE CONCRETO APARENTE - 19CM,72.36,M2
40.16.00,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 14CM - ATÉ 6MPA,63.86,M2
40.16.01,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL - 19CM - ATÉ 6MPA,74.89,M2
40.16.02,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL APARENTE - 14CM - ATÉ 6MPA,66.6,M2
40.16.03,BLOCOS VAZADOS DE CONCRETO ESTRUTURAL APARENTE - 19CM - ATÉ 6MPA,76.92,M2
40.17.00,BLOCO CERÂMICO COMUM - 14CM,79.33,M2
40.17.01,BLOCO CERÂMICO COMUM - 19CM,87.53,M2
40.18.00,TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA,3.72,M2
40.19.05,ARMADURA EM AÇO CA-50 PARA BLOCOS VAZADOS DE CONCRETO ESTRUTURAL,6.46,KG
40.19.06,ARMADURA EM AÇO CA-60 PARA BLOCOS VAZADOS DE CONCRETO ESTRUTURAL,6.94,KG
40.19.07,"CONCRETO ""GROUT""",619.69,M3
40.19.08,"VERGAS, CINTAS E PILARETES DE CONCRETO",1096.92,M3
40.20.04,ELEMENTOS VAZADOS DE TIJOLOS CERÂMICOS,101.61,M2
40.20.08,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.4A OU SIMILAR,238.94,M2
40.20.09,ELEMENTO VAZADO DE CONCRETO - TIPO NEO REX N.4F OU SIMILAR,273.14,M2
40.21.00,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.16 OU SIMILAR,213.31,M2
40.21.01,ELEMENTO VAZADO DE CONCRETO - TIPO NEO -  N.16/DS/DC OU SIMILAR,311.96,M2
40.21.03,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.17G OU SIMILAR,174.84,M2
40.21.05,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.19C OU SIMILAR,140.26,M2
40.21.07,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.22B OU SIMILAR,157.35,M2
40.21.08,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.23A OU SIMILAR,136.78,M2
40.22.06,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.62A OU SIMILAR,182.58,M2
40.22.07,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.62B OU SIMILAR,143.88,M2
40.23.00,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.72A OU SIMILAR,173.6,M2
40.23.05,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.78A OU SIMILAR,146.94,M2
